,nodeA,nodeB,weight
9291,Netflix,anti-gay,1
9292,Mardi Gras,Netflix,1
9293,Broncos,Netflix,1
9294,Feminist,Netflix,1
9295,Henry Waxman,Netflix,1
9296,Marianne Williamson,Netflix,1
9297,Biden,Netflix,2
9298,Kim,Netflix,1
9299,Mandela,Netflix,1
9300,Kim Jong Un,Netflix,1
9301,Netflix,Trayvon,1
9302,George,Netflix,1
9303,Carlos Danger',Netflix,1
9304,Nancy Pelosi,Netflix,1
9305,Netflix,Rachael Jeantel',1
9306,Netflix,Schumer,1
9307,Janet Napolitano,Netflix,1
9308,Mary Landrieu,Netflix,1
9309,Netflix,Susan Rice,1
9310,Netflix,Pinocchio,1
9311,Jason Collins,Netflix,1
9312,Francis,Netflix,1
9313,Michelle Obama,Netflix,2
9314,Netflix,Sequester,1
9315,Hugo Chavez,Netflix,1
9316,Netflix,pretends banana,1
9317,Joe Salazar,Netflix,1
9318,Bloomberg,Netflix,1
9319,Karl Rove,Netflix,1
9320,Netflix,Paul Krugman's,1
9321,Netflix,Saul Alinsky,1
9322,Al Gore,Netflix,2
9323,Michael Moore,Netflix,1
9324,Netflix,Reagan,1
9325,Chimney,Netflix,1
9326,Moon,Netflix,1
9327,Jesus,Netflix,1
9328,Netflix,Steven Chu,1
9329,Benedict Arnold,Netflix,1
9330,Al Sharpton,Joe Biden,2
9331,Joe Biden,anti-gay,2
9332,Joe Biden,Mardi Gras,2
9333,Broncos,Joe Biden,2
9334,Feminist,Joe Biden,2
9335,Henry Waxman,Joe Biden,2
9336,Joe Biden,Marianne Williamson,2
9337,Joe Biden,Kim,2
9338,Joe Biden,Mandela,2
9339,Joe Biden,Kim Jong Un,2
9340,Joe Biden,Joe Biden,1
9341,Joe Biden,Trayvon,2
9342,George,Joe Biden,2
9343,Carlos Danger',Joe Biden,2
9344,Joe Biden,Nancy Pelosi,2
9345,Joe Biden,Rachael Jeantel',2
9346,Joe Biden,Schumer,2
9347,Janet Napolitano,Joe Biden,2
9348,Joe Biden,Mary Landrieu,2
9349,Joe Biden,Susan Rice,2
9350,Joe Biden,Pinocchio,2
9351,Jason Collins,Joe Biden,2
9352,Francis,Joe Biden,2
9353,Joe Biden,Michelle Obama,4
9354,Joe Biden,Sequester,2
9355,Hugo Chavez,Joe Biden,2
9356,Joe Biden,pretends banana,2
9357,Joe Biden,Joe Salazar,2
9358,Bloomberg,Joe Biden,2
9359,Joe Biden,Karl Rove,2
9360,Joe Biden,Paul Krugman's,2
9361,Joe Biden,Saul Alinsky,2
9362,Al Gore,Joe Biden,4
9363,Joe Biden,Michael Moore,2
9364,Joe Biden,Reagan,2
9365,Chimney,Joe Biden,2
9366,Joe Biden,Moon,2
9367,Jesus,Joe Biden,2
9368,Joe Biden,Steven Chu,2
9369,Benedict Arnold,Joe Biden,2
9370,Al Sharpton,anti-gay,1
9371,Al Sharpton,Mardi Gras,1
9372,Al Sharpton,Broncos,1
9373,Al Sharpton,Feminist,1
9374,Al Sharpton,Henry Waxman,1
9375,Al Sharpton,Marianne Williamson,1
9376,Al Sharpton,Biden,2
9377,Al Sharpton,Kim,1
9378,Al Sharpton,Mandela,1
9379,Al Sharpton,Kim Jong Un,1
9380,Al Sharpton,Trayvon,1
9381,Al Sharpton,George,1
9382,Al Sharpton,Carlos Danger',1
9383,Al Sharpton,Nancy Pelosi,1
9384,Al Sharpton,Rachael Jeantel',1
9385,Al Sharpton,Schumer,1
9386,Al Sharpton,Janet Napolitano,1
9387,Al Sharpton,Mary Landrieu,1
9388,Al Sharpton,Susan Rice,1
9389,Al Sharpton,Pinocchio,1
9390,Al Sharpton,Jason Collins,1
9391,Al Sharpton,Francis,1
9392,Al Sharpton,Michelle Obama,2
9393,Al Sharpton,Sequester,1
9394,Al Sharpton,Hugo Chavez,1
9395,Al Sharpton,pretends banana,1
9396,Al Sharpton,Joe Salazar,1
9397,Al Sharpton,Bloomberg,1
9398,Al Sharpton,Karl Rove,1
9399,Al Sharpton,Paul Krugman's,1
9400,Al Sharpton,Saul Alinsky,1
9401,Al Gore,Al Sharpton,2
9402,Al Sharpton,Michael Moore,1
9403,Al Sharpton,Reagan,1
9404,Al Sharpton,Chimney,1
9405,Al Sharpton,Moon,1
9406,Al Sharpton,Jesus,1
9407,Al Sharpton,Steven Chu,1
9408,Al Sharpton,Benedict Arnold,1
9409,Mardi Gras,anti-gay,1
9410,Broncos,anti-gay,1
9411,Feminist,anti-gay,1
9412,Henry Waxman,anti-gay,1
9413,Marianne Williamson,anti-gay,1
9414,Biden,anti-gay,2
9415,Kim,anti-gay,1
9416,Mandela,anti-gay,1
9417,Kim Jong Un,anti-gay,1
9418,Trayvon,anti-gay,1
9419,George,anti-gay,1
9420,Carlos Danger',anti-gay,1
9421,Nancy Pelosi,anti-gay,1
9422,Rachael Jeantel',anti-gay,1
9423,Schumer,anti-gay,1
9424,Janet Napolitano,anti-gay,1
9425,Mary Landrieu,anti-gay,1
9426,Susan Rice,anti-gay,1
9427,Pinocchio,anti-gay,1
9428,Jason Collins,anti-gay,1
9429,Francis,anti-gay,1
9430,Michelle Obama,anti-gay,2
9431,Sequester,anti-gay,1
9432,Hugo Chavez,anti-gay,1
9433,anti-gay,pretends banana,1
9434,Joe Salazar,anti-gay,1
9435,Bloomberg,anti-gay,1
9436,Karl Rove,anti-gay,1
9437,Paul Krugman's,anti-gay,1
9438,Saul Alinsky,anti-gay,1
9439,Al Gore,anti-gay,2
9440,Michael Moore,anti-gay,1
9441,Reagan,anti-gay,1
9442,Chimney,anti-gay,1
9443,Moon,anti-gay,1
9444,Jesus,anti-gay,1
9445,Steven Chu,anti-gay,1
9446,Benedict Arnold,anti-gay,1
9447,Broncos,Mardi Gras,1
9448,Feminist,Mardi Gras,1
9449,Henry Waxman,Mardi Gras,1
9450,Mardi Gras,Marianne Williamson,1
9451,Biden,Mardi Gras,2
9452,Kim,Mardi Gras,1
9453,Mandela,Mardi Gras,1
9454,Kim Jong Un,Mardi Gras,1
9455,Mardi Gras,Trayvon,1
9456,George,Mardi Gras,1
9457,Carlos Danger',Mardi Gras,1
9458,Mardi Gras,Nancy Pelosi,1
9459,Mardi Gras,Rachael Jeantel',1
9460,Mardi Gras,Schumer,1
9461,Janet Napolitano,Mardi Gras,1
9462,Mardi Gras,Mary Landrieu,1
9463,Mardi Gras,Susan Rice,1
9464,Mardi Gras,Pinocchio,1
9465,Jason Collins,Mardi Gras,1
9466,Francis,Mardi Gras,1
9467,Mardi Gras,Michelle Obama,2
9468,Mardi Gras,Sequester,1
9469,Hugo Chavez,Mardi Gras,1
9470,Mardi Gras,pretends banana,1
9471,Joe Salazar,Mardi Gras,1
9472,Bloomberg,Mardi Gras,1
9473,Karl Rove,Mardi Gras,1
9474,Mardi Gras,Paul Krugman's,1
9475,Mardi Gras,Saul Alinsky,1
9476,Al Gore,Mardi Gras,2
9477,Mardi Gras,Michael Moore,1
9478,Mardi Gras,Reagan,1
9479,Chimney,Mardi Gras,1
9480,Mardi Gras,Moon,1
9481,Jesus,Mardi Gras,1
9482,Mardi Gras,Steven Chu,1
9483,Benedict Arnold,Mardi Gras,1
9484,Broncos,Feminist,1
9485,Broncos,Henry Waxman,1
9486,Broncos,Marianne Williamson,1
9487,Biden,Broncos,2
9488,Broncos,Kim,1
9489,Broncos,Mandela,1
9490,Broncos,Kim Jong Un,1
9491,Broncos,Trayvon,1
9492,Broncos,George,1
9493,Broncos,Carlos Danger',1
9494,Broncos,Nancy Pelosi,1
9495,Broncos,Rachael Jeantel',1
9496,Broncos,Schumer,1
9497,Broncos,Janet Napolitano,1
9498,Broncos,Mary Landrieu,1
9499,Broncos,Susan Rice,1
9500,Broncos,Pinocchio,1
9501,Broncos,Jason Collins,1
9502,Broncos,Francis,1
9503,Broncos,Michelle Obama,2
9504,Broncos,Sequester,1
9505,Broncos,Hugo Chavez,1
9506,Broncos,pretends banana,1
9507,Broncos,Joe Salazar,1
9508,Bloomberg,Broncos,1
9509,Broncos,Karl Rove,1
9510,Broncos,Paul Krugman's,1
9511,Broncos,Saul Alinsky,1
9512,Al Gore,Broncos,2
9513,Broncos,Michael Moore,1
9514,Broncos,Reagan,1
9515,Broncos,Chimney,1
9516,Broncos,Moon,1
9517,Broncos,Jesus,1
9518,Broncos,Steven Chu,1
9519,Benedict Arnold,Broncos,1
9520,Feminist,Henry Waxman,1
9521,Feminist,Marianne Williamson,1
9522,Biden,Feminist,2
9523,Feminist,Kim,1
9524,Feminist,Mandela,1
9525,Feminist,Kim Jong Un,1
9526,Feminist,Trayvon,1
9527,Feminist,George,1
9528,Carlos Danger',Feminist,1
9529,Feminist,Nancy Pelosi,1
9530,Feminist,Rachael Jeantel',1
9531,Feminist,Schumer,1
9532,Feminist,Janet Napolitano,1
9533,Feminist,Mary Landrieu,1
9534,Feminist,Susan Rice,1
9535,Feminist,Pinocchio,1
9536,Feminist,Jason Collins,1
9537,Feminist,Francis,1
9538,Feminist,Michelle Obama,2
9539,Feminist,Sequester,1
9540,Feminist,Hugo Chavez,1
9541,Feminist,pretends banana,1
9542,Feminist,Joe Salazar,1
9543,Bloomberg,Feminist,1
9544,Feminist,Karl Rove,1
9545,Feminist,Paul Krugman's,1
9546,Feminist,Saul Alinsky,1
9547,Al Gore,Feminist,2
9548,Feminist,Michael Moore,1
9549,Feminist,Reagan,1
9550,Chimney,Feminist,1
9551,Feminist,Moon,1
9552,Feminist,Jesus,1
9553,Feminist,Steven Chu,1
9554,Benedict Arnold,Feminist,1
9555,Henry Waxman,Marianne Williamson,1
9556,Biden,Henry Waxman,2
9557,Henry Waxman,Kim,1
9558,Henry Waxman,Mandela,1
9559,Henry Waxman,Kim Jong Un,1
9560,Henry Waxman,Trayvon,1
9561,George,Henry Waxman,1
9562,Carlos Danger',Henry Waxman,1
9563,Henry Waxman,Nancy Pelosi,1
9564,Henry Waxman,Rachael Jeantel',1
9565,Henry Waxman,Schumer,1
9566,Henry Waxman,Janet Napolitano,1
9567,Henry Waxman,Mary Landrieu,1
9568,Henry Waxman,Susan Rice,1
9569,Henry Waxman,Pinocchio,1
9570,Henry Waxman,Jason Collins,1
9571,Francis,Henry Waxman,1
9572,Henry Waxman,Michelle Obama,2
9573,Henry Waxman,Sequester,1
9574,Henry Waxman,Hugo Chavez,1
9575,Henry Waxman,pretends banana,1
9576,Henry Waxman,Joe Salazar,1
9577,Bloomberg,Henry Waxman,1
9578,Henry Waxman,Karl Rove,1
9579,Henry Waxman,Paul Krugman's,1
9580,Henry Waxman,Saul Alinsky,1
9581,Al Gore,Henry Waxman,2
9582,Henry Waxman,Michael Moore,1
9583,Henry Waxman,Reagan,1
9584,Chimney,Henry Waxman,1
9585,Henry Waxman,Moon,1
9586,Henry Waxman,Jesus,1
9587,Henry Waxman,Steven Chu,1
9588,Benedict Arnold,Henry Waxman,1
9589,Biden,Marianne Williamson,2
9590,Kim,Marianne Williamson,1
9591,Mandela,Marianne Williamson,1
9592,Kim Jong Un,Marianne Williamson,1
9593,Marianne Williamson,Trayvon,1
9594,George,Marianne Williamson,1
9595,Carlos Danger',Marianne Williamson,1
9596,Marianne Williamson,Nancy Pelosi,1
9597,Marianne Williamson,Rachael Jeantel',1
9598,Marianne Williamson,Schumer,1
9599,Janet Napolitano,Marianne Williamson,1
9600,Marianne Williamson,Mary Landrieu,1
9601,Marianne Williamson,Susan Rice,1
9602,Marianne Williamson,Pinocchio,1
9603,Jason Collins,Marianne Williamson,1
9604,Francis,Marianne Williamson,1
9605,Marianne Williamson,Michelle Obama,2
9606,Marianne Williamson,Sequester,1
9607,Hugo Chavez,Marianne Williamson,1
9608,Marianne Williamson,pretends banana,1
9609,Joe Salazar,Marianne Williamson,1
9610,Bloomberg,Marianne Williamson,1
9611,Karl Rove,Marianne Williamson,1
9612,Marianne Williamson,Paul Krugman's,1
9613,Marianne Williamson,Saul Alinsky,1
9614,Al Gore,Marianne Williamson,2
9615,Marianne Williamson,Michael Moore,1
9616,Marianne Williamson,Reagan,1
9617,Chimney,Marianne Williamson,1
9618,Marianne Williamson,Moon,1
9619,Jesus,Marianne Williamson,1
9620,Marianne Williamson,Steven Chu,1
9621,Benedict Arnold,Marianne Williamson,1
9622,Biden,Kim,2
9623,Biden,Mandela,2
9624,Biden,Kim Jong Un,2
9625,Biden,Trayvon,2
9626,Biden,George,2
9627,Biden,Carlos Danger',2
9628,Biden,Nancy Pelosi,2
9629,Biden,Rachael Jeantel',2
9630,Biden,Schumer,2
9631,Biden,Janet Napolitano,2
9632,Biden,Mary Landrieu,2
9633,Biden,Susan Rice,2
9634,Biden,Pinocchio,2
9635,Biden,Jason Collins,2
9636,Biden,Francis,2
9637,Biden,Michelle Obama,4
9638,Biden,Sequester,2
9639,Biden,Hugo Chavez,2
9640,Biden,pretends banana,2
9641,Biden,Joe Salazar,2
9642,Biden,Bloomberg,2
9643,Biden,Karl Rove,2
9644,Biden,Paul Krugman's,2
9645,Biden,Saul Alinsky,2
9646,Biden,Biden,1
9647,Al Gore,Biden,4
9648,Biden,Michael Moore,2
9649,Biden,Reagan,2
9650,Biden,Chimney,2
9651,Biden,Moon,2
9652,Biden,Jesus,2
9653,Biden,Steven Chu,2
9654,Benedict Arnold,Biden,2
9655,Kim,Mandela,1
9656,Kim,Kim Jong Un,1
9657,Kim,Trayvon,1
9658,George,Kim,1
9659,Carlos Danger',Kim,1
9660,Kim,Nancy Pelosi,1
9661,Kim,Rachael Jeantel',1
9662,Kim,Schumer,1
9663,Janet Napolitano,Kim,1
9664,Kim,Mary Landrieu,1
9665,Kim,Susan Rice,1
9666,Kim,Pinocchio,1
9667,Jason Collins,Kim,1
9668,Francis,Kim,1
9669,Kim,Michelle Obama,2
9670,Kim,Sequester,1
9671,Hugo Chavez,Kim,1
9672,Kim,pretends banana,1
9673,Joe Salazar,Kim,1
9674,Bloomberg,Kim,1
9675,Karl Rove,Kim,1
9676,Kim,Paul Krugman's,1
9677,Kim,Saul Alinsky,1
9678,Al Gore,Kim,2
9679,Kim,Michael Moore,1
9680,Kim,Reagan,1
9681,Chimney,Kim,1
9682,Kim,Moon,1
9683,Jesus,Kim,1
9684,Kim,Steven Chu,1
9685,Benedict Arnold,Kim,1
9686,Kim Jong Un,Mandela,1
9687,Mandela,Trayvon,1
9688,George,Mandela,1
9689,Carlos Danger',Mandela,1
9690,Mandela,Nancy Pelosi,1
9691,Mandela,Rachael Jeantel',1
9692,Mandela,Schumer,1
9693,Janet Napolitano,Mandela,1
9694,Mandela,Mary Landrieu,1
9695,Mandela,Susan Rice,1
9696,Mandela,Pinocchio,1
9697,Jason Collins,Mandela,1
9698,Francis,Mandela,1
9699,Mandela,Michelle Obama,2
9700,Mandela,Sequester,1
9701,Hugo Chavez,Mandela,1
9702,Mandela,pretends banana,1
9703,Joe Salazar,Mandela,1
9704,Bloomberg,Mandela,1
9705,Karl Rove,Mandela,1
9706,Mandela,Paul Krugman's,1
9707,Mandela,Saul Alinsky,1
9708,Al Gore,Mandela,2
9709,Mandela,Michael Moore,1
9710,Mandela,Reagan,1
9711,Chimney,Mandela,1
9712,Mandela,Moon,1
9713,Jesus,Mandela,1
9714,Mandela,Steven Chu,1
9715,Benedict Arnold,Mandela,1
9716,Kim Jong Un,Trayvon,1
9717,George,Kim Jong Un,1
9718,Carlos Danger',Kim Jong Un,1
9719,Kim Jong Un,Nancy Pelosi,1
9720,Kim Jong Un,Rachael Jeantel',1
9721,Kim Jong Un,Schumer,1
9722,Janet Napolitano,Kim Jong Un,1
9723,Kim Jong Un,Mary Landrieu,1
9724,Kim Jong Un,Susan Rice,1
9725,Kim Jong Un,Pinocchio,1
9726,Jason Collins,Kim Jong Un,1
9727,Francis,Kim Jong Un,1
9728,Kim Jong Un,Michelle Obama,2
9729,Kim Jong Un,Sequester,1
9730,Hugo Chavez,Kim Jong Un,1
9731,Kim Jong Un,pretends banana,1
9732,Joe Salazar,Kim Jong Un,1
9733,Bloomberg,Kim Jong Un,1
9734,Karl Rove,Kim Jong Un,1
9735,Kim Jong Un,Paul Krugman's,1
9736,Kim Jong Un,Saul Alinsky,1
9737,Al Gore,Kim Jong Un,2
9738,Kim Jong Un,Michael Moore,1
9739,Kim Jong Un,Reagan,1
9740,Chimney,Kim Jong Un,1
9741,Kim Jong Un,Moon,1
9742,Jesus,Kim Jong Un,1
9743,Kim Jong Un,Steven Chu,1
9744,Benedict Arnold,Kim Jong Un,1
9745,George,Trayvon,1
9746,Carlos Danger',Trayvon,1
9747,Nancy Pelosi,Trayvon,1
9748,Rachael Jeantel',Trayvon,1
9749,Schumer,Trayvon,1
9750,Janet Napolitano,Trayvon,1
9751,Mary Landrieu,Trayvon,1
9752,Susan Rice,Trayvon,1
9753,Pinocchio,Trayvon,1
9754,Jason Collins,Trayvon,1
9755,Francis,Trayvon,1
9756,Michelle Obama,Trayvon,2
9757,Sequester,Trayvon,1
9758,Hugo Chavez,Trayvon,1
9759,Trayvon,pretends banana,1
9760,Joe Salazar,Trayvon,1
9761,Bloomberg,Trayvon,1
9762,Karl Rove,Trayvon,1
9763,Paul Krugman's,Trayvon,1
9764,Saul Alinsky,Trayvon,1
9765,Al Gore,Trayvon,2
9766,Michael Moore,Trayvon,1
9767,Reagan,Trayvon,1
9768,Chimney,Trayvon,1
9769,Moon,Trayvon,1
9770,Jesus,Trayvon,1
9771,Steven Chu,Trayvon,1
9772,Benedict Arnold,Trayvon,1
9773,Carlos Danger',George,1
9774,George,Nancy Pelosi,1
9775,George,Rachael Jeantel',1
9776,George,Schumer,1
9777,George,Janet Napolitano,1
9778,George,Mary Landrieu,1
9779,George,Susan Rice,1
9780,George,Pinocchio,1
9781,George,Jason Collins,1
9782,Francis,George,1
9783,George,Michelle Obama,2
9784,George,Sequester,1
9785,George,Hugo Chavez,1
9786,George,pretends banana,1
9787,George,Joe Salazar,1
9788,Bloomberg,George,1
9789,George,Karl Rove,1
9790,George,Paul Krugman's,1
9791,George,Saul Alinsky,1
9792,Al Gore,George,2
9793,George,Michael Moore,1
9794,George,Reagan,1
9795,Chimney,George,1
9796,George,Moon,1
9797,George,Jesus,1
9798,George,Steven Chu,1
9799,Benedict Arnold,George,1
9800,Carlos Danger',Nancy Pelosi,1
9801,Carlos Danger',Rachael Jeantel',1
9802,Carlos Danger',Schumer,1
9803,Carlos Danger',Janet Napolitano,1
9804,Carlos Danger',Mary Landrieu,1
9805,Carlos Danger',Susan Rice,1
9806,Carlos Danger',Pinocchio,1
9807,Carlos Danger',Jason Collins,1
9808,Carlos Danger',Francis,1
9809,Carlos Danger',Michelle Obama,2
9810,Carlos Danger',Sequester,1
9811,Carlos Danger',Hugo Chavez,1
9812,Carlos Danger',pretends banana,1
9813,Carlos Danger',Joe Salazar,1
9814,Bloomberg,Carlos Danger',1
9815,Carlos Danger',Karl Rove,1
9816,Carlos Danger',Paul Krugman's,1
9817,Carlos Danger',Saul Alinsky,1
9818,Al Gore,Carlos Danger',2
9819,Carlos Danger',Michael Moore,1
9820,Carlos Danger',Reagan,1
9821,Carlos Danger',Chimney,1
9822,Carlos Danger',Moon,1
9823,Carlos Danger',Jesus,1
9824,Carlos Danger',Steven Chu,1
9825,Benedict Arnold,Carlos Danger',1
9826,Nancy Pelosi,Rachael Jeantel',1
9827,Nancy Pelosi,Schumer,1
9828,Janet Napolitano,Nancy Pelosi,1
9829,Mary Landrieu,Nancy Pelosi,1
9830,Nancy Pelosi,Susan Rice,1
9831,Nancy Pelosi,Pinocchio,1
9832,Jason Collins,Nancy Pelosi,1
9833,Francis,Nancy Pelosi,1
9834,Michelle Obama,Nancy Pelosi,2
9835,Nancy Pelosi,Sequester,1
9836,Hugo Chavez,Nancy Pelosi,1
9837,Nancy Pelosi,pretends banana,1
9838,Joe Salazar,Nancy Pelosi,1
9839,Bloomberg,Nancy Pelosi,1
9840,Karl Rove,Nancy Pelosi,1
9841,Nancy Pelosi,Paul Krugman's,1
9842,Nancy Pelosi,Saul Alinsky,1
9843,Al Gore,Nancy Pelosi,2
9844,Michael Moore,Nancy Pelosi,1
9845,Nancy Pelosi,Reagan,1
9846,Chimney,Nancy Pelosi,1
9847,Moon,Nancy Pelosi,1
9848,Jesus,Nancy Pelosi,1
9849,Nancy Pelosi,Steven Chu,1
9850,Benedict Arnold,Nancy Pelosi,1
9851,Rachael Jeantel',Schumer,1
9852,Janet Napolitano,Rachael Jeantel',1
9853,Mary Landrieu,Rachael Jeantel',1
9854,Rachael Jeantel',Susan Rice,1
9855,Pinocchio,Rachael Jeantel',1
9856,Jason Collins,Rachael Jeantel',1
9857,Francis,Rachael Jeantel',1
9858,Michelle Obama,Rachael Jeantel',2
9859,Rachael Jeantel',Sequester,1
9860,Hugo Chavez,Rachael Jeantel',1
9861,Rachael Jeantel',pretends banana,1
9862,Joe Salazar,Rachael Jeantel',1
9863,Bloomberg,Rachael Jeantel',1
9864,Karl Rove,Rachael Jeantel',1
9865,Paul Krugman's,Rachael Jeantel',1
9866,Rachael Jeantel',Saul Alinsky,1
9867,Al Gore,Rachael Jeantel',2
9868,Michael Moore,Rachael Jeantel',1
9869,Rachael Jeantel',Reagan,1
9870,Chimney,Rachael Jeantel',1
9871,Moon,Rachael Jeantel',1
9872,Jesus,Rachael Jeantel',1
9873,Rachael Jeantel',Steven Chu,1
9874,Benedict Arnold,Rachael Jeantel',1
9875,Janet Napolitano,Schumer,1
9876,Mary Landrieu,Schumer,1
9877,Schumer,Susan Rice,1
9878,Pinocchio,Schumer,1
9879,Jason Collins,Schumer,1
9880,Francis,Schumer,1
9881,Michelle Obama,Schumer,2
9882,Schumer,Sequester,1
9883,Hugo Chavez,Schumer,1
9884,Schumer,pretends banana,1
9885,Joe Salazar,Schumer,1
9886,Bloomberg,Schumer,1
9887,Karl Rove,Schumer,1
9888,Paul Krugman's,Schumer,1
9889,Saul Alinsky,Schumer,1
9890,Al Gore,Schumer,2
9891,Michael Moore,Schumer,1
9892,Reagan,Schumer,1
9893,Chimney,Schumer,1
9894,Moon,Schumer,1
9895,Jesus,Schumer,1
9896,Schumer,Steven Chu,1
9897,Benedict Arnold,Schumer,1
9898,Janet Napolitano,Mary Landrieu,1
9899,Janet Napolitano,Susan Rice,1
9900,Janet Napolitano,Pinocchio,1
9901,Janet Napolitano,Jason Collins,1
9902,Francis,Janet Napolitano,1
9903,Janet Napolitano,Michelle Obama,2
9904,Janet Napolitano,Sequester,1
9905,Hugo Chavez,Janet Napolitano,1
9906,Janet Napolitano,pretends banana,1
9907,Janet Napolitano,Joe Salazar,1
9908,Bloomberg,Janet Napolitano,1
9909,Janet Napolitano,Karl Rove,1
9910,Janet Napolitano,Paul Krugman's,1
9911,Janet Napolitano,Saul Alinsky,1
9912,Al Gore,Janet Napolitano,2
9913,Janet Napolitano,Michael Moore,1
9914,Janet Napolitano,Reagan,1
9915,Chimney,Janet Napolitano,1
9916,Janet Napolitano,Moon,1
9917,Janet Napolitano,Jesus,1
9918,Janet Napolitano,Steven Chu,1
9919,Benedict Arnold,Janet Napolitano,1
9920,Mary Landrieu,Susan Rice,1
9921,Mary Landrieu,Pinocchio,1
9922,Jason Collins,Mary Landrieu,1
9923,Francis,Mary Landrieu,1
9924,Mary Landrieu,Michelle Obama,2
9925,Mary Landrieu,Sequester,1
9926,Hugo Chavez,Mary Landrieu,1
9927,Mary Landrieu,pretends banana,1
9928,Joe Salazar,Mary Landrieu,1
9929,Bloomberg,Mary Landrieu,1
9930,Karl Rove,Mary Landrieu,1
9931,Mary Landrieu,Paul Krugman's,1
9932,Mary Landrieu,Saul Alinsky,1
9933,Al Gore,Mary Landrieu,2
9934,Mary Landrieu,Michael Moore,1
9935,Mary Landrieu,Reagan,1
9936,Chimney,Mary Landrieu,1
9937,Mary Landrieu,Moon,1
9938,Jesus,Mary Landrieu,1
9939,Mary Landrieu,Steven Chu,1
9940,Benedict Arnold,Mary Landrieu,1
9941,Pinocchio,Susan Rice,1
9942,Jason Collins,Susan Rice,1
9943,Francis,Susan Rice,1
9944,Michelle Obama,Susan Rice,2
9945,Sequester,Susan Rice,1
9946,Hugo Chavez,Susan Rice,1
9947,Susan Rice,pretends banana,1
9948,Joe Salazar,Susan Rice,1
9949,Bloomberg,Susan Rice,1
9950,Karl Rove,Susan Rice,1
9951,Paul Krugman's,Susan Rice,1
9952,Saul Alinsky,Susan Rice,1
9953,Al Gore,Susan Rice,2
9954,Michael Moore,Susan Rice,1
9955,Reagan,Susan Rice,1
9956,Chimney,Susan Rice,1
9957,Moon,Susan Rice,1
9958,Jesus,Susan Rice,1
9959,Steven Chu,Susan Rice,1
9960,Benedict Arnold,Susan Rice,1
9961,Jason Collins,Pinocchio,1
9962,Francis,Pinocchio,1
9963,Michelle Obama,Pinocchio,2
9964,Pinocchio,Sequester,1
9965,Hugo Chavez,Pinocchio,1
9966,Pinocchio,pretends banana,1
9967,Joe Salazar,Pinocchio,1
9968,Bloomberg,Pinocchio,1
9969,Karl Rove,Pinocchio,1
9970,Paul Krugman's,Pinocchio,1
9971,Pinocchio,Saul Alinsky,1
9972,Al Gore,Pinocchio,2
9973,Michael Moore,Pinocchio,1
9974,Pinocchio,Reagan,1
9975,Chimney,Pinocchio,1
9976,Moon,Pinocchio,1
9977,Jesus,Pinocchio,1
9978,Pinocchio,Steven Chu,1
9979,Benedict Arnold,Pinocchio,1
9980,Francis,Jason Collins,1
9981,Jason Collins,Michelle Obama,2
9982,Jason Collins,Sequester,1
9983,Hugo Chavez,Jason Collins,1
9984,Jason Collins,pretends banana,1
9985,Jason Collins,Joe Salazar,1
9986,Bloomberg,Jason Collins,1
9987,Jason Collins,Karl Rove,1
9988,Jason Collins,Paul Krugman's,1
9989,Jason Collins,Saul Alinsky,1
9990,Al Gore,Jason Collins,2
9991,Jason Collins,Michael Moore,1
9992,Jason Collins,Reagan,1
9993,Chimney,Jason Collins,1
9994,Jason Collins,Moon,1
9995,Jason Collins,Jesus,1
9996,Jason Collins,Steven Chu,1
9997,Benedict Arnold,Jason Collins,1
9998,Francis,Michelle Obama,2
9999,Francis,Sequester,1
10000,Francis,Hugo Chavez,1
10001,Francis,pretends banana,1
10002,Francis,Joe Salazar,1
10003,Bloomberg,Francis,1
10004,Francis,Karl Rove,1
10005,Francis,Paul Krugman's,1
10006,Francis,Saul Alinsky,1
10007,Al Gore,Francis,2
10008,Francis,Michael Moore,1
10009,Francis,Reagan,1
10010,Chimney,Francis,1
10011,Francis,Moon,1
10012,Francis,Jesus,1
10013,Francis,Steven Chu,1
10014,Benedict Arnold,Francis,1
10015,Michelle Obama,Sequester,2
10016,Hugo Chavez,Michelle Obama,2
10017,Michelle Obama,pretends banana,2
10018,Michelle Obama,Michelle Obama,1
10019,Joe Salazar,Michelle Obama,2
10020,Bloomberg,Michelle Obama,2
10021,Karl Rove,Michelle Obama,2
10022,Michelle Obama,Paul Krugman's,2
10023,Michelle Obama,Saul Alinsky,2
10024,Al Gore,Michelle Obama,4
10025,Michael Moore,Michelle Obama,2
10026,Michelle Obama,Reagan,2
10027,Chimney,Michelle Obama,2
10028,Michelle Obama,Moon,2
10029,Jesus,Michelle Obama,2
10030,Michelle Obama,Steven Chu,2
10031,Benedict Arnold,Michelle Obama,2
10032,Hugo Chavez,Sequester,1
10033,Sequester,pretends banana,1
10034,Joe Salazar,Sequester,1
10035,Bloomberg,Sequester,1
10036,Karl Rove,Sequester,1
10037,Paul Krugman's,Sequester,1
10038,Saul Alinsky,Sequester,1
10039,Al Gore,Sequester,2
10040,Michael Moore,Sequester,1
10041,Reagan,Sequester,1
10042,Chimney,Sequester,1
10043,Moon,Sequester,1
10044,Jesus,Sequester,1
10045,Sequester,Steven Chu,1
10046,Benedict Arnold,Sequester,1
10047,Hugo Chavez,pretends banana,1
10048,Hugo Chavez,Joe Salazar,1
